x1,x2,d,event,l
0.5483634349478641,1.4267882103922167,0.18250798287489892,1,0.2763012382252073
0.23245419839133266,0.06301612993878364,0.015182243833475738,1,7.980442898220792
-0.610388817716688,-0.6771962833632716,1.8046704069966313,1,19.282874671670164
1.577468281987521,0.899651714440531,0.4513181304115876,1,4.990688290705404
-1.3196800588282338,-1.2614958589385978,0.5157378398457598,1,38.13507673603819
1.4910235375501812,-0.2665420207081172,0.08209407482879948,1,3.5798196223473595
0.06743942124662838,-1.2661369900201993,0.6375747762651347,1,36.351867789818286
2.371606784466437,-0.3553289650348274,0.12727493656775427,1,0.7668820657572574
-0.13621950611605968,0.3340138572815939,0.04517535882567575,1,8.78346999897942
-0.15704093306808847,-1.2525185966831833,4.0688758400744796,0,14.080617909365376
-1.2830249539844927,0.8341323674251017,0.6331912357680276,1,1.764172725846179
0.7333335874381531,-0.024689941750188387,0.06695124039276623,1,7.5951084419289785
0.6168647481707279,0.5407123870377015,0.29563113374510785,1,0.9994173419293737
0.6335386471790552,0.38239208429849275,0.14795003884843666,1,5.772761787476415
0.6771905281099813,0.8828366186250176,0.09206283482800783,1,1.6249042333574437
1.2150522543312092,-1.2778620453667595,0.18653516980458407,1,21.073680571668415
1.1191901126724126,-0.914661247100943,1.618144485863378,1,3.996641949716797
0.8675957396343286,-1.113243346531056,2.6944142330643484,0,4.09335571332668
0.8217401952572874,-0.6368027786455447,0.09326961244145153,1,3.8425955295884235
0.4777383420905371,-0.3428592585703288,0.206334608346196,1,10.802283717993312
1.2984143549220426,0.2672151078761739,0.1357383416449353,1,1.6904671550822552
-0.8474244200526867,-0.5142688716101379,10.069266190630952,0,17.44633510706232
-0.8384779945642372,1.775664164868212,0.10451778923973527,1,1.239811891263002
1.581170253094945,-0.4121649498452287,0.46695172407992225,1,2.8515978830294824
0.6510132043437534,-0.5121880112077322,0.1687615656145101,1,3.4174235861148494
0.13682641675605545,0.9556802630479723,0.112921980693004,1,3.9894944877871676
-0.1157172301829819,-1.7167081144862149,3.3000171826401137,0,17.667325070135334
-1.052421483786173,1.57185553850853,0.25900379173848775,1,1.5077577280629397
-0.1040258171560618,0.20852461591616286,0.09406470044238269,1,1.8255115501616896
0.19212058610472096,-0.1896090882461866,1.1597462711389812,1,2.033562798122492
0.4476556449703489,-0.42740899241277147,0.7460637423026696,1,1.7587308958421621
-0.9041975926455085,1.4832200417366954,0.20598211105568073,1,0.24185481314915244
1.4999842576193418,0.1404661043179221,0.12124692460551233,1,3.591930784433652
-0.8024236529146078,-0.1220879902724686,1.1906531744754933,1,2.2246083484468757
1.4704784928107941,-0.7030248856925593,0.060427398966072965,1,7.131946255123907
1.2546297803332036,-0.14770548962142213,0.6852432567386262,1,21.675596250506217
-0.4987660374588886,-1.4924046879659538,1.8441299107399405,1,7.0269197256649925
1.1118281484630643,-0.278383431365329,1.2474422361742823,1,9.71220806121477
-1.2500985827878845,-0.5674089034673511,8.985548342978868,0,10.289115611856424
0.4299065876953039,0.5668094155273754,0.08131624340089541,1,1.8756855009937177
0.5307808502203046,-0.9707148787333922,0.7781777317003042,1,11.148765740023705
0.4854877455014924,0.7552798807702217,0.32021203652798386,1,1.3161795172276853
0.8437451272449394,-0.607066218127332,0.010789894172277863,1,2.577831427591976
1.4328310628032206,1.1719891855748599,0.01756314343037355,1,0.6788228995291693
-0.5850959694114611,0.8869491518265094,0.051095098066699055,1,4.2219077677904915
0.4080801324655388,0.012943903945751565,2.561341119328051,0,7.7373490655672414
-0.6413142942143233,0.2338988433632366,0.4574709694962659,1,2.1785928871400193
1.7911340034767946,1.3502574045881477,0.05648427355929888,1,1.1440346901036913
-0.2306926481193313,0.4596762685704855,0.11170456475532452,1,10.690300901249667
0.7899136376263624,-0.7602026783743364,1.7018237522492066,1,14.21935111588962
-1.2402914510597582,1.3310954538161066,0.6658882760008156,1,3.8158880137702043
0.34093565205270926,-0.27352961624716826,1.843183090168756,1,2.2397262538014813
0.3563021056740571,-0.4748023967583871,0.40768619394918676,1,4.717612930845993
1.544967987122167,-0.1978191648601757,0.09026010063328951,1,1.6570743023060377
0.5570048253250023,-0.7560721851757548,0.6018967209190026,1,15.798179357737515
0.745615802347481,0.3711230263406237,0.029022546478120748,1,11.818757758956185
1.0754017021451494,-0.7345971203647244,0.380443845959931,1,7.427920778082458
-1.2961908770912387,0.23004856161663229,2.1428785834345483,0,2.3097472296096053
-0.6236750031397553,0.5627177178471497,0.052070557904581635,1,6.698427259400732
-0.5251933621093436,-0.2409560902640657,0.08890473619246929,1,21.48526565038319
-0.936549164541675,1.8085540993703815,0.27157602545644316,1,1.112141468105309
1.379388981135512,-0.9383396139000602,0.5947317649055835,1,15.980854071652606
0.8063018997213318,1.3309122506505966,0.8046670424836483,1,2.086687661938802
-1.122861902793081,-0.6037092787899753,10.202569023463992,0,55.349887209633756
1.1285837486392822,0.9633232825794564,0.2170127033176814,1,2.432236286710315
-1.7154888595892321,-0.005308860762561847,1.185298482374208,1,2.9263233023088513
1.5018382315454033,-1.8577159729527453,1.3753907752403454,1,15.88633639485804
0.7123776127161499,-1.068098227558757,2.892258327664249,0,4.443833727761266
0.2586082383040329,-0.5247831449646735,0.48727724467832095,1,4.987994767595606
0.6425084598034115,-0.7507428613888034,3.346434060184441,0,3.670874494986865
-0.463933633285781,0.10449629472306905,1.7197149981350182,1,12.945669181590667
0.0577024102540343,-0.4993200427721036,1.1401116349772753,1,15.514206794972461
-0.8399883764973773,-0.31095205119773117,1.3461083311328816,1,12.735590068616602
0.9525389313006426,-1.0363893440333503,0.013062001494093652,1,28.460892977527536
-0.7213735075865714,0.9268766997915666,0.2801953734339252,1,1.0772778724450192
2.1033063278988227,0.9332725493963487,0.02935587193095574,1,3.494723008257513
0.7159647394724951,-0.19500547045827824,0.5769398862004347,1,24.203526253650864
0.33635568074238364,0.540686438706943,0.9555642659180723,1,1.8395857642838978
1.7691048942766057,1.0709657378109585,0.014376579062297177,1,2.1651951159938068
1.6321928953681815,-1.2096131660078908,1.8166530884170284,1,30.003023119768862
-0.5085302746960191,-0.3087612144312257,0.45029156863365744,1,17.46051036248106
-0.4273375199530761,-0.7787394315224685,2.6868179557418035,0,20.519632742332032
0.6904212911926009,-0.164106742158748,1.4314081034080568,1,4.388757975058618
-1.6939542580383526,-0.45639910496344993,3.5759933079535915,0,19.310187384779493
1.4512639501266038,0.7655322085933743,0.4369529158042238,1,1.6058284749949596
-0.5501358517184318,-0.5380576430956479,0.20041331891790898,1,4.203885298347867
1.4318698771658582,-0.2018839385997426,0.11138085740438443,1,15.444875547652307
-1.0099041906467625,-0.17298419215718305,0.7734858490808503,1,4.767422188513378
-1.4337521325723428,0.7110631895997077,0.2187587125695599,1,4.405724459077259
-0.12299425688851684,0.051775900813157236,0.379080470958236,1,3.4650611898697354
1.2955630222353125,-0.6444806119222355,1.2262928199500154,1,8.733625746321648
1.1978812400396526,-1.884088416567879,3.413633790952716,0,27.897737316996544
-0.4331307321650944,-1.2996477554693375,1.941564168654731,1,33.963288861832034
0.24939483830804318,-0.9455007465545526,0.6683872428351375,1,24.489214527815417
-0.9737831730069229,0.5744910453524162,0.05620939884381139,1,2.7899791182249696
0.4336073848893901,-0.08664151794587262,0.6950968648512078,1,2.9878548519171217
1.1198607748763236,-0.7541582389734314,0.04972052565964234,1,11.377515306516239
0.629257615824049,1.0669770392955118,0.0029897691494207563,1,0.05409795735953501
1.5674201974376298,-1.784620154259564,4.7844151893608124,0,5.602408097924345
0.40347225411196835,1.2982609918610923,0.16554419937414433,1,0.9851801641539474
0.04414207238877355,0.8317907897179196,0.09670531549694457,1,2.1005067135339934
1.0304252656011055,0.6763019351465853,0.13270234974975176,1,0.9669895840044408
-1.0710932254134822,1.4457981822217314,0.1440144596558105,1,0.24716323748083147
-0.5791217947023001,1.6946993911896584,0.13121114301531323,1,4.496071924108303
-1.0036151748817608,-0.9485838427495615,3.192690659591268,0,14.467806163205283
-0.3796649116569057,-0.6282513981808245,0.29734130883252075,1,5.45040467329901
1.1946329004532241,0.391730845623747,0.47564156450615547,1,12.165071536606826
-1.2206365709115408,-0.8146634716049611,10.194959572508399,0,41.03632873061194
-0.5084140723396653,1.280893176980101,0.5548518179635776,1,6.794130649243967
