x1,x2,d,event
1.2452243494836344,-1.4084564892134892,0.836739123800549,1
0.4594484909374579,0.6049641958205582,0.18303601791671234,1
-0.5037833781295805,0.3805060993961194,1.2686752047178227,1
1.0042416791347313,-2.2735632956171825,8.075590176662311,0
-1.7422204322305168,0.08148697095204108,0.14366419882203,1
0.09370296883144764,0.1522917354861727,0.3989583832970411,1
-0.414769864919242,0.41261728959590005,0.376927649496311,1
-0.25078973588467046,0.7787796090763022,0.30902596902128865,1
-0.7009475979836269,0.8352963148634382,0.07863647473067044,1
-0.6948761321484497,-0.7606030747395391,0.2993054083220624,1
-0.09759452476208402,-0.16733611264176354,0.43321466907930356,1
-0.05518118440016199,-0.4506754983646638,2.1706214767187704,0
-1.053659880847192,-0.06160985891218942,0.7029742030158962,1
0.5134162603181803,0.758195531967717,0.05227873160207469,1
0.6095175263142132,0.13919296902198808,0.737484198090351,1
0.0742818408026066,-0.05467008446941719,2.654031038433045,0
-0.001388633703573111,0.1408658710795247,0.7420823550580206,1
0.15051360821222642,0.0043391965507069115,0.07278570571253604,1
-0.5618681149149818,0.5687155411097333,0.10488015722308124,1
1.1458968059370909,1.0385580633281466,0.23482428573179406,1
0.6147965097074666,0.4667828170816466,0.8754705492597427,1
0.6479731519891839,0.31035625288384233,0.16157033580641894,1
-0.37310780644968156,0.9178083813240074,0.24013264569928838,1
1.3227120537760926,-0.3978092841704118,0.6613862939232062,1
0.17677698635355307,-3.251390537144932e-5,0.06799562163458499,1
1.5409383013000393,-1.0055130720873606,2.9554393080163357,0
-0.6438895677944559,-0.11692930394306293,2.723725206178289,0
0.21261841872353374,0.7900809287366105,0.19123751416286566,1
-0.3455057885401895,-0.35233618816891826,1.783114434679062,1
-0.5795024281330495,0.06497717192472444,0.14103666189334813,1
1.0473422658382163,-2.486518600105749,9.760109586431792,0
0.08621592233744696,0.6907608596923313,0.34821108998569283,1
-0.8061050907197088,1.2141845349369278,0.10912851112882545,1
-0.5175562943325903,0.6398435941338765,0.2293367802885775,1
-0.3238134593958733,0.08903984566572358,0.06817942647478772,1
-1.661433196888443,0.06924085223694193,1.457597848012139,1
0.7243865428437543,-0.023611677873217673,0.43541342371068886,1
0.1921534524797106,0.14799312509931314,0.3794763040291214,1
0.8660554761879689,-0.536837112263735,3.07177025523686,0
-0.4718337103724266,0.9433035178160348,0.5940423571270385,1
-0.25636462915241953,-0.1140844886855366,0.31334761011827267,1
2.316893585218156,0.23702761352602708,0.6459944145100817,1
2.2286177460686685,1.9842612887490272,0.03335856031571694,1
2.9133291502575034,-0.24786647750914956,0.05206613990981827,1
0.8721841785257789,-1.015883906012262,0.590041670142963,1
-0.4137472832412605,-0.5811430719119418,2.354941457257161,0
-0.2927860214372468,0.9982061762765535,0.012627702594320275,1
-0.6080805704552211,1.920446949587047,0.06137084818838087,1
-0.29851863819441826,2.683681000854167,0.023372110014638587,1
1.6197866338159557,1.7373008039258935,0.013560884079065928,1
-0.3895677890652672,1.8778351300744551,0.22489730518745496,1
2.4939920389030545,0.532963471891772,0.004050247583063071,1
0.44945463747339093,-0.13627137186119737,0.9825250284668192,1
-0.9526525204643423,2.2512396104510786,0.07661532810687073,1
-0.07529098036832131,0.4462134560909585,1.555845070895796,1
-0.8084601392248446,-0.8581116168291613,1.7625715198642762,1
-0.3941652752837665,1.0165691879332537,0.10873437614222227,1
-0.8174324052096074,0.4773290122905695,0.6041861340115535,1
-0.07647309533328256,1.2268330286269824,0.07613086722154952,1
0.3677119877491086,1.743202198026517,0.2787811317669626,1
0.2073819137331216,1.0941360073187933,0.1535626394592986,1
0.8717686360981336,-0.4245448767313506,1.711759007598193,1
