x1,x2,x,event,l
-0.07209142087221485,1.1012601808457634,0.1303133145555359,1,0.034089094506477
-0.759379981190315,-1.4469535199165395,4,0,1.3533483528227401
-1.0962237268824881,-0.26804372464821863,3.4946078961618166,1,0.2949588092458556
-0.6342810245258267,-1.080507712629949,2.619996184956845,1,0.8530095776394687
-1.1776234686922673,-0.5354624197928461,4,0,0.12145201048620255
-1.5705388188159928,0.1743943478084899,2.475900019797947,1,0.022192690109244056
-1.0877762173738377,-0.5108033856726776,4,0,2.6496792116848678
-0.47419664199509143,0.02048131746118141,0.85024706923772575,1,0.31299674190507515
1.2171018870504304,-0.510910919416342,1.3378484888831603,1,0.061966510105660545
-0.3366070001382809,-0.12109905640187545,2.4938322341827592,1,0.39712318865015084
-1.2469785749993112,-2.018959522916157,0.8318920275856982,1,0.5507373319514063
-0.314647987731682,-1.5831983682252557,1.871260406740656,1,1.2850141099021428
-0.5479842351921682,0.9599138312544129,0.828104717752966,1,0.08435348307472323
-0.8399138422135803,-0.3021144027605724,2.480387096499487,1,2.2468100224860796
-1.0213317266217912,0.5900237031710145,0.10215659668233551,1,0.03879700173725355
0.6999904166699409,0.8542854569788307,0.16031616813057864,1,0.026851372248593148
-0.7296322811182671,-1.3768094814156262,4,0,2.6114235769298344
-0.9154596131085366,0.4304430837983308,0.37255244670030374,1,0.04543522069968973
1.28539877704623,-0.6189148198990221,0.4006623041749953,1,0.15069168298492067
1.299862482915555,-0.38952677700940547,0.5660374811195008,1,0.11526914653897447
-0.38127339538418664,-0.06370465470892023,0.9440754619767452,1,0.39588288684479694
-0.32609083816815515,-0.3889424039629835,0.7237908996408219,1,0.34968590401823285
-0.5914423331167658,-1.0990245082064076,1.4004177537378169,1,0.5237320798138835
-0.9507733251817654,0.42542000955317905,4,0,0.38024268674473327
0.12710734764308035,0.38211032440370923,0.2244188202661033,1,0.14373305613714382
-0.4898718875603856,1.4682241445377013,1.1577984179007321,1,0.3459766594153623
-0.15886240014688674,-0.4251807428797953,2.9085731414109905,1,0.44567488169968417
0.24662621133117085,2.063376886704969,0.03986315227562148,1,0.039066715679932695
-1.113635014475635,0.3023177093049876,0.930502679275913,1,0.020901866314099782
-0.551924756252239,-0.7511460222352171,3.808851729264071,1,1.2253084005029398
0.875321715739021,-0.5242037907546814,3.30429646655736,1,1.4983200723957013
0.6450466847535749,2.144459863820415,0.016702730842197405,1,0.010797604711376883
0.3704785715632393,-0.39260623785973536,1.5375696111561508,1,0.16191032951351098
0.7408872675190875,-0.9948405250674933,2.4652196950702017,1,0.012667651694100742
0.6923880533177239,-0.5882013161925589,2.519804908114886,1,1.754238524895273
-1.7905662640423006,0.24866323040859203,3.2527254296407473,1,0.5433847323379725
-2.3863614707629064,1.572676982448167,1.5444500873455982,1,0.03267365153535424
0.06464103242046813,0.6708643856361813,0.45409207393959844,1,0.07877769745522777
-0.695185599237549,0.8996389250292589,1.7071048812546767,1,0.44764937573468155
0.08637391297178358,-0.15373339464517236,1.8374563744101113,1,1.5528840779096478
-0.06916682337096561,2.076578456362504,0.3781522647517767,1,0.02697969041930275
-0.4651153813149025,-1.7067804786637644,4,0,1.6872281964879576
-0.9242541070097003,-0.30051947802576395,2.003572753298536,1,0.18711275218439807
-0.27569130424232574,-0.0031693355241539808,3.626531627606,1,0.2671701089253626
-1.037300927101016,0.09551848813233266,1.1627310678507343,1,0.3525152852800422
