x1,x2,d,event
0.4722658927670006,-0.24757772931917832,0.6618548961763965,1
0.39056245453275457,0.3693940994334915,0.01649385698901657,1
0.508714367222805,-1.1213981550438445,4.125892073572834,0
2.6673955329848695,-0.9466433990629526,0.2155623595441777,1
1.8822025643070253,0.18695056818290837,0.1266806967749679,1
4.543762248347814,0.315981456298117,0.015744606249953334,1
0.5574108535905794,-2.182550760859258,3.3483235628759314,0
-0.1184031944840978,-2.56243346863386,46.35894589840474,0
-1.2383628528931974,0.3958856389824816,0.752402691813915,1
1.3199899303931732,1.0764477390952414,0.02439191816790165,1
0.7535645711716992,-2.0213893381210952,7.024026566252842,0
0.965214442905542,0.22897386830682875,0.04726366784584301,1
1.1509700269367789,0.4058390900832143,0.06489219573589819,1
-0.17322548351628456,0.9064786121252058,0.19502289967674885,1
-1.0299712823334102,0.5201598346118623,0.27903262296238684,1
-0.5143062237353107,0.431294732688728,0.08648889426486811,1
-0.0884305443803868,-1.5289033803091283,3.194476583693205,0
0.2682417020349769,0.7795634224513337,0.38691106440029094,1
0.8259524755277865,0.624448033983158,0.34547167071048823,1
-0.9911760451027538,-0.6272027591808123,4.209885621904474,0
0.7208416974082188,0.5948853710021252,0.30454506174223794,1
-0.2505075321339202,-0.03078754165942541,0.3742830581962853,1
2.3860355625057363,-0.24932225740371486,0.05223710014808341,1
-0.5073913556259608,0.9264738256361958,0.04045386019922083,1
0.7764395605108182,-1.5040359384444968,1.616233436374292,1
0.3677576060648485,-1.2656105281767636,0.5164706276103641,1
0.4761618544937026,-0.38598170442130536,0.287312633669278,1
-2.7035858837223623,0.9344571404824984,0.08876362850157278,1
2.319016234806013,-0.37062526814056834,0.5860833825490888,1
-0.9946126608089157,-0.3324434856274974,1.4485706346503815,1
-1.1513917396902424,0.08767635135171903,0.1455546084466263,1
-0.7217372893367239,1.2494457994513677,0.26151852081067717,1
1.383166758588309,1.3646191477228105,0.10293982322394211,1
0.3998603100931602,1.4041160673395188,0.04049816933675441,1
1.7060503863607448,0.1841999202796722,0.1419984408921131,1
