x1,x2,x3,x4,x5,l,event
-1.207627616454314,-2.411417758269781,1,1,-0.46053191104879726,3.67163410705943,0
0.5029147708500066,0.6109410952929129,0,0,1.4500560728431555,27.075842993557288,0
-1.2272571063940834,-0.18171753021104314,1,1,-0.8357560353923672,3.6138112597640544,1
0.18027975601388357,0.9055754246064041,0,0,1.6075056282063223,9.867383911899047,0
0.3204820213529156,-1.46916025183696,0,1,-1.5930322889996147,38.94867610341084,0
0.2487973906492603,0.36109515545381254,1,1,0.3122224664503829,3.506440083686532,1
-1.6372241620843313,-0.5472149562046571,1,1,0.27733711347054835,8.539804331366978,1
0.3920980335340177,0.14637916366129683,1,1,-1.0012825696616585,10.129514682505812,1
-1.493370647822249,-1.0018864095728561,1,1,-1.0704604897458299,7.922212637606122,0
-0.3362527845548303,-0.4273472345085839,0,1,0.5263910840408397,11.925243129510253,0
-1.0397432077408695,-0.3150261845452546,0,1,0.04435412568812032,9.93002976645671,0
-1.5789913410924015,2.3273211710117536e-4,0,0,0.3098184638137952,39.24033950282052,0
1.519717291761782,1.608833035580731,0,0,0.5416046582694364,5.363415619023092,0
-1.427552880094183,-0.7387875933810029,1,1,1.7661183926201385,13.449615975618554,1
-0.9288807216901825,-0.6254850099184619,1,1,-2.1847098646928576,10.39631383877898,1
-0.16485575180756945,0.22498437205213342,0,0,0.030059287856627297,10.410297429189084,0
0.7128462181814017,-0.04328241572511693,0,0,1.865735499422167,4.3245696773131685,1
-0.04293745767181547,0.31795308910053605,1,1,-0.8596640078275647,23.946506801988676,1
-0.08452152633124492,0.9847642055878845,1,1,1.347424908093354,0.19233338046103002,1
0.2626949250033733,-0.33827044220232766,0,0,0.07749976864209236,19.820872294115453,0
-0.7249566048089698,-1.9635234100558487,0,0,-0.10495465876596785,21.447467113309113,0
0.008033441925731603,-0.8238000844693151,0,1,-1.2635663430983899,48.617977425229554,0
-3.312273739532908,-1.6582425162045982,0,1,-0.22547838926171343,20.75034716909159,0
-0.5056380209759495,-0.5486293636553072,0,0,-0.07835327776179463,20.87912122187318,0
-2.2071885121841115,-2.235923743710156,0,1,2.4459744486194004,28.53061010340169,0
-1.2968839536823054,-0.23876220659700575,1,1,0.21132400102051588,1.9577557575844584,0
2.2288984855556806,0.6444981842678902,0,0,-0.0703774726395244,33.569302496584264,1
-0.14532752577986485,-0.9123736226245636,1,1,-0.46232534158580313,4.75156723359038,1
-0.34677806489855717,-0.8639492271666527,0,1,0.22237082376340975,9.439039199302593,1
0.40102446230128447,-0.6273387234221404,1,0,0.1824089730521652,0.792294880681368,0
-0.0409340753241994,-0.6092660621992303,0,0,-0.7079393857095063,4.123705195351725,0
-1.3767963749134804,-0.40654150598973443,1,1,0.22185098072016463,28.725448107521125,0
1.5930075340337135,0.2001476836701641,0,0,0.25812458644861735,4.646502183177932,1
-1.4303446007095195,-0.662501786139187,1,1,1.4673340410053006,30.08869202041172,0
