x1,x2,x,event,l
-0.22112872933482258,-0.37583171822295053,0.8681761611174673,1,0.03871171036735177
-0.5462627432485441,0.17952034234130262,4.575469577167148,1,1.0582753949499824
-0.7183067918403776,-0.5791209961717985,3.7249951054310007,1,2.416419561381668
-1.570300998357116,-0.05829933631368633,4.415009560949507,1,1.174737370545834
-1.1236280191088388,-0.6485640762346119,11.4551179943884,1,0.8779869612246903
-0.9587351647181466,0.5596388011083595,3.393786271157203,1,2.103729939226792
-0.37288929500147666,0.1519389917726028,2.3310249220111383,1,0.2411399781703949
-0.4282145207200881,0.19330834784024115,1.767366968818119,1,0.0957573828054592
0.7786055682313177,-1.8071157988622313,4.0120687371103365,1,0.10102736541848982
0.5366496535067768,-0.36603693500240136,2.1435992732511395,1,0.7098802063434039
-0.5887547374670261,-0.22747691243036006,0.6898794633615098,1,0.38547309899252324
-1.0735514988557702,-0.9675195782803707,13.849091391766452,1,1.6635020565647785
0.3622904539053528,-0.0013875704238138253,0.4783550921539854,1,0.225814810837619
0.02478973478690105,-1.8064507306899458,0.7004198135875419,1,0.17338654317427427
0.3359087627684757,-0.5130875785739007,0.16861389771159252,1,0.0802841866178036
-0.8247568062523365,-1.8003736349885728,1.2657967744502796,1,0.11212134979800079
-1.308939237099614,-0.09829097309426442,3.560695233493736,1,1.0661641496174188
-0.03507673429574635,-2.132492268166542,27.001129825523495,1,0.6101366580696777
-0.4558679608388186,0.2705818789488645,1.2773914033585436,1,0.19538364033384284
0.5373827045831333,0.18202129673321515,2.675087044135073,1,1.5896161179464463
-0.7904194984127879,0.8467723672188676,0.7980330656280422,1,0.717201309162192
0.4123849320557958,0.050149663221155695,2.421164607198761,1,0.3092639326808942
-1.1211307582478311,1.2425888463204053,0.2713161181379623,1,0.2703593464853722
0.014301289809926288,-1.0446576653682333,7.633027427843757,1,0.2857890277354875
-1.838312479815225,0.3085252665533787,9.185881007370838,1,2.3761098656769715
-0.5111579348132055,-0.4626207472564837,1.497859366576754,1,1.1389148118380608
-0.3603724685275697,-0.007819191632197478,1.0106883358107037,1,0.04261604662507371
