x1,x2,x3,x4,x5,y,event
-0.8408554807862987,-1.2288609421827195,1,1,-0.1211700865255256,35.45538574937817,1
1.3843593434785841,0.7214349583222441,1,1,-1.0613288649925923,12.344501445924855,1
-1.2554918626276665,-1.504059771798239,1,1,-1.2304915990935252,11.783907038905278,0
0.07014276642732681,-0.6294970023518618,0,0,0.21672600287012747,40.56512312391061,1
1.7114408727023733,0.020829965981476906,1,1,-1.5168991812021912,3.2966415482250166,1
-0.602907981454667,0.2921431061981583,0,1,2.16916458205097,25.283512405985373,1
-0.47216638516694515,0.03473159641128118,0,1,0.5236052408146427,24.180519859194657,0
-0.6353713125242826,-0.18766518185275197,0,0,-1.5968624227833927,53.31659647952593,0
-0.28577363486615365,0.7590676408865036,1,1,1.1230030613249917,18.187917921635215,1
0.13810822480392254,-0.20028699412594544,0,0,0.41743172213492424,41.262109604749696,1
1.2276303438534606,-0.275001860912615,0,0,1.386543408187756,8.807757122496634,1
-0.801779454652824,-0.73043878999079,0,0,1.5593160051089952,7.525636706447708,1
-1.08039260002739,0.11839243803044841,1,1,1.3859976302368346,0.0078035935696896324,1
-0.15753435610688232,0.4576311378487278,0,1,-0.3696733736652316,3.7748518223370793,0
-1.0717600398779163,-0.06527305019443269,1,0,0.341787899360575,11.447930138974048,0
-0.1389861405498456,0.4915424861268498,1,0,0.581427019526946,56.23453969965504,0
-0.5973130947129254,-0.7965750066465136,1,1,0.8425830669034342,1.5325073506230407,1
-2.1839667600915846,-1.1121527535880822,0,0,-0.02538172840186494,3.2169429508847585,0
0.24081725593669498,-0.7944157458701065,1,1,-0.6384864937464831,6.066423272559117,0
-0.2593554067342505,1.2010695066539003,0,1,-0.6758544579336112,34.548374462666615,1
0.9005119453332515,2.172314214385826,0,1,-0.8988703104158208,4.767622684617877,1
0.9418693938677438,-0.0565638379096054,1,1,0.8396977779108623,3.650190939185495,0
1.4679619034197025,0.7029044157206542,1,0,-1.7554700910870966,10.955463405881742,1
0.7067610895579122,-0.10589058911178095,1,1,-0.10715058683063045,32.15592525489833,0
0.8190089302621519,0.21723097512042489,1,1,1.026850597664515,0.3985278260192062,1
-0.29348184870245164,-0.6500957101607949,1,1,0.540995073039589,2.296192408534688,1
1.4185890724859476,0.4392476103674917,1,1,0.06038296675825974,16.526463200113735,1
1.4987738274064861,1.2994563789214588,1,1,1.5961623676844163,31.13376220037988,1
-0.6570820944856638,-1.1477882763664051,1,0,-0.07657916731432256,45.22038036140095,1
-0.8527954400020004,-0.6761432674756533,1,0,-0.2556214966228812,23.95321306778894,1
0.31591503836146706,-1.4372873907762975,0,0,-0.3034093531145564,23.277208927591662,1
1.1096941676588554,1.1272199986001625,1,1,1.786261442874439,5.773190077676827,1
2.2154605716780496,1.0601512672554796,1,0,-0.5230858039127106,5.848076976852609,0
1.2171036389573404,0.8098311549780461,0,0,-0.23612178907352696,5.035053338323093,1
1.4792217866382742,0.465928812474793,0,0,1.4289744241106295,0.6580830284239259,0
0.9515738324178583,-0.11232300090442121,1,0,0.9099174005017292,48.291219890272195,1
-1.0095326459625653,-0.7335300123040763,0,0,2.1648563830901675,28.090873620961403,1
-2.0004727386379537,0.08783349746365832,0,1,1.2316524569542775,4.703697976254001,1
-1.7621858724520585,-0.7196973553255899,0,1,0.16644035720064762,35.677316141668875,1
-0.14260812595506014,0.4639708733354007,1,1,-0.1315877091204653,1.9669960958472508,0
1.5500603694831296,1.54921596164711,0,1,0.41185767887667263,13.852230349025477,1
-0.8024231817147719,-0.9055160178779185,0,0,0.7485867150935825,37.799645294771096,1
-0.0745789198826713,1.1064379581185366,0,0,-0.7637648973773351,22.107123000562606,1
