x1,x2,x3,x4,x5,d_time,event,l_time
-0.8969145466249814,0.5568935073405723,0,0,1.7968959382172733,96.73866028122362,0,2.372842477634549
0.18484918464674252,-0.7443594081743696,0,0,-1.1212405362960431,9.374988241089193,1,1.1257127486169338
-1.1303756742462858,-1.7726623255365566,0,1,-1.227818279078188,25.671352523786567,1,9.117638999176146
-0.0802517565509893,0.6971189980567719,0,0,1.9297195590656253,0.5843338462813437,1,7.011816764500271
0.13242028438109446,-0.3297533824356421,0,1,-0.27359102462197044,31.621664350524576,1,25.903947114337967
0.7079547292717333,-0.10089910166158095,0,0,-0.7493628347469107,15.057959280483068,1,3.2900263369083405
-0.23969802417184,-1.0475022106894625,1,1,-0.8399482192908438,69.35679854249204,0,2.4906831427610348
-0.1387870121196647,-0.526008314321003,1,0,0.9907500959908752,100,0,3.6989113482247507
0.4176507507925557,1.6441109075470892,0,0,1.1973154443604037,13.72477626134209,1,3.2281224383041263
0.9817527774636617,-0.1227891591037304,0,1,1.8470455230123228,19.961961441328263,1,5.22892932428967
-1.0396689769489136,-0.74944353007934,1,1,-0.5553214876246225,1.7537782875134318,1,0.5799366605052728
1.7822289603085752,0.3393605548267221,1,1,-0.8247736806265924,22.912303786108815,1,6.227970555390717
-2.3110690846051662,-0.20982017513600804,0,1,-0.18664371045578884,54.57720720174865,0,6.054172659463642
0.8786045809212647,0.7782581930770291,0,1,-1.0133564465213158,2.3915148636812673,1,1.1502466135537017
0.035806718015225954,-0.9048694433803877,1,0,-0.9260823960089092,29.955553820856775,1,0.32828630825460675
1.0128286921270822,1.2274738897671165,0,0,0.513227367576773,78.3765196364649,0,4.5695222448557615
2.090819205249146,1.0323985393521546,1,1,1.355214507446083,2.585968771408833,0,2.1893149607681806
-1.1999258196438713,-1.1248765005324899,0,0,0.8680075885735618,100,0,6.146291835252202
1.5896382002900709,2.301911170859736,0,0,-1.4897865691151948,10.283152943531833,1,1.3045665062963963
1.9546516422232536,0.45533655429875786,1,1,-0.4286712914497702,7.954339607907912,1,3.036030794360808
0.004937776828142605,-1.4704463618862968,0,1,2.150911385885299,9.230261195926433,0,6.483044987544417
-2.451706387846126,-1.2372578634095066,1,0,0.022996080879361308,39.47471399413654,1,5.546979293193223
-0.5965581686314031,-1.0213221190959236,0,0,0.13229739791709824,100,0,0.5224888818338513
0.2896367101773477,-0.11338597368515291,1,1,-0.9235581976321278,17.732300657337213,0,2.1007350313344175
0.31896040109764856,0.15006671691069204,0,0,0.3280108066817042,15.290750692383309,1,0.7355250442247978
1.0761643538120047,0.6399152620380827,0,0,-1.057088617300152,72.3414105646509,0,1.9422337505966425
-0.28415772048824606,-0.6516547031590996,0,1,0.05707843731729773,16.233560817947353,1,10.221394914713624
-0.7766752739797577,-0.85543767515522,0,0,0.4137412616042384,93.45426487393394,0,14.253557602966074
-0.5956604986917765,0.017361264516952468,1,0,0.43483566793055684,100,0,23.710983883985797
-0.9025844797636879,-0.30865660471724016,1,0,0.21648770859177513,17.851558069605773,1,16.017192747608085
-0.5590619149004659,0.5245239289385687,1,0,0.2545963136532351,65.24636910462075,1,6.041126163947256
-0.38358622843144385,-1.6554923670301405,0,0,-0.3203621062940682,16.70055006102015,1,11.05028941254032
-1.9591031751671286,-1.3942923157872453,1,0,0.10652359189444402,64.9046114107176,1,2.067914841297482
-0.8417050601356083,0.7226469005083207,0,0,-1.3770259462417331,3.959657762811385,1,0.025075520388782024
0.6224939301207374,2.0718222972306224,1,1,-0.10214640113793703,100,0,1.768721218397025
1.990920435580314,0.37278096391101856,1,0,0.6650577797225109,45.444042330996126,0,1.6241343791729639
-0.30548372484145425,-0.30802508364781933,0,0,-0.33392411344849476,8.85116621529175,1,5.708164554089308
-0.09084423520075917,0.9270138550032924,1,0,-0.4410117315903376,5.8519211993499605,1,1.1291646431865436
-0.1841614515512614,-0.4707574331067675,1,1,-1.3141649432590046,1.1213070734400674,0,3.030942306310547
-0.8382871476020436,-1.0484744683224332,0,1,0.10803141512321691,18.803607517687905,1,3.2240701280534267
2.066301355731238,1.2900348055478863,1,1,-0.8014654729420104,19.95037032795374,0,9.552386103430052
-0.5622470533424943,0.6901362787256056,1,0,0.21159690099874434,68.13560524741243,1,4.985284630250747
1.2757155118509205,0.2354226132903976,1,0,-0.2721838103254888,38.37115054761877,0,3.803578767526363
-1.0475726269949812,0.7609572855454035,1,0,-0.291771170422838,2.611351149318815,1,5.568478023333296
-1.965878241447325,-1.3895901746168553,1,1,0.37075004781317034,45.54352287919349,1,3.3781334258882065
0.9358625268086331,0.12356158628190878,1,1,-1.620562104931547,100,0,16.122829820060563
1.1392298027340828,0.09090274420578004,0,0,-0.0017719971689499703,0.1357216898437077,1,4.362319000065327
1.6716187673259948,0.9997048115607376,1,1,-1.596109294286611,2.053716155442923,1,0.7873035886699948
-1.7882422067648547,-2.610535532176079,1,1,-0.6982461228932085,16.741604692989526,1,1.0253278938670212
-0.7031443329938855,0.47266790281890464,0,0,-0.2791957088237575,50.60288966649086,1,9.87229350912285
0.1581647625601222,-0.4741004944769927,0,0,0.27994507000306823,40.212487611686065,1,1.864036163315177
0.50623479748072,0.3363801595630488,1,1,0.7419646481570418,51.70489156687816,1,0.009093486836978368
-0.4792925914516409,-0.7443547790327971,0,1,-0.0991942377918125,4.796209702747227,1,16.74722188999677
0.08417990432224265,0.27353152000344283,0,1,0.6607183521390019,1.6178763725621472,1,2.079539643600583
-0.895486610663309,-0.25105150007713783,0,0,0.9070639425418542,37.8325571915532,1,1.518056821078062
-0.921275665507737,0.5408712292537519,1,1,-0.7180396929555729,9.126131815756152,1,3.8896453766418357
0.3304495034653151,0.4838183700111801,1,0,-1.4743782669371137,13.415257027390172,0,5.311381165794966
-0.14166080893608132,-0.6316052958403028,0,0,-0.11668980790551003,24.967254780807064,0,12.012109495279315
0.4348477615026984,1.8103776456724687,1,0,0.45258065169680456,38.76628257954414,1,12.855823282190439
-0.053722626017183986,0.7800662847127722,0,0,0.25225322248809035,8.157033725652083,1,9.218605346557618
-0.907110375593489,0.2454920795328704,1,0,-0.7934465359909333,32.11910794149922,1,0.12309437792074275
1.303512232422266,0.4889609438409725,0,0,-0.8541254771725899,28.15717648417825,1,9.911545728844525
0.7717897755398604,0.5965912078155033,0,0,0.9052213739466517,11.597832312211779,1,7.57568779359472
1.0525255953076436,0.08395883473852461,1,0,-0.8970897086300839,53.08307874807293,1,3.72496440208384
-1.410038340663709,-1.4891893075822982,1,0,0.1332302248795864,73.621169335817,1,7.760711692505737
0.9959845897777508,1.2446945588824243,1,1,-0.7130504543934336,3.9912597799734435,0,2.49690769040691
